销售日期,大类编码,销量(千克)
2022-04-09,1011010101,141.102
2022-04-10,1011010101,185.591
2022-04-11,1011010101,93.428
2022-04-12,1011010101,106.268
2022-04-13,1011010101,100.363
2022-04-14,1011010101,128.586
2022-04-15,1011010101,131.828
2022-04-16,1011010101,124.808
2022-04-17,1011010101,107.549
2022-04-18,1011010101,112.679
2022-04-19,1011010101,101.391
2022-04-20,1011010101,105.275
2022-04-21,1011010101,112.794
2022-04-22,1011010101,114.043
2022-04-23,1011010101,118.653
2022-04-24,1011010101,99.189
2022-04-25,1011010101,116.365
2022-04-26,1011010101,91.764
2022-04-27,1011010101,88.807
2022-04-28,1011010101,111.594
2022-04-29,1011010101,106.052
2022-04-30,1011010101,142.03900000000002
2022-05-01,1011010101,147.275
2022-05-02,1011010101,115.468
2022-05-03,1011010101,88.193
2022-05-04,1011010101,105.769
2022-05-05,1011010101,90.652
2022-05-06,1011010101,95.683
2022-05-07,1011010101,113.896
2022-05-08,1011010101,116.519
2022-05-09,1011010101,91.68
2022-05-10,1011010101,95.42
2022-05-11,1011010101,86.213
2022-05-12,1011010101,79.619
2022-05-13,1011010101,102.98
2022-05-14,1011010101,159.404
2022-05-15,1011010101,157.108
2022-05-16,1011010101,82.78
2022-05-17,1011010101,67.12
2022-05-18,1011010101,92.724
2022-05-19,1011010101,92.356
2022-05-20,1011010101,90.647
2022-05-21,1011010101,154.655
2022-05-22,1011010101,164.686
2022-05-23,1011010101,92.654
2022-05-24,1011010101,122.403
2022-05-25,1011010101,84.787
2022-05-26,1011010101,88.361
2022-05-27,1011010101,86.554
2022-05-28,1011010101,188.829
2022-05-29,1011010101,178.516
2022-05-30,1011010101,92.512
2022-05-31,1011010101,87.827
2022-06-01,1011010101,90.488
2022-06-02,1011010101,112.624
2022-06-03,1011010101,185.595
2022-06-04,1011010101,113.331
2022-06-05,1011010101,102.505
2022-06-06,1011010101,104.547
2022-06-07,1011010101,105.767
2022-06-08,1011010101,113.862
2022-06-09,1011010101,281.247
2022-06-10,1011010101,115.093
2022-06-11,1011010101,195.647
2022-06-12,1011010101,166.515
2022-06-13,1011010101,116.051
2022-06-14,1011010101,110.671
2022-06-15,1011010101,106.544
2022-06-16,1011010101,109.346
2022-06-17,1011010101,119.073
2022-06-18,1011010101,192.524
2022-06-19,1011010101,187.623
2022-06-20,1011010101,123.54
2022-06-21,1011010101,110.973
2022-06-22,1011010101,108.759
2022-06-23,1011010101,84.617
2022-06-24,1011010101,104.325
2022-06-25,1011010101,156.216
2022-06-26,1011010101,163.919
2022-06-27,1011010101,105.207
2022-06-28,1011010101,133.899
2022-06-29,1011010101,156.09
2022-06-30,1011010101,127.274
2022-07-01,1011010101,149.719
2022-07-02,1011010101,195.295
2022-07-03,1011010101,189.083
2022-07-04,1011010101,116.605
2022-07-05,1011010101,133.21
2022-07-06,1011010101,164.461
2022-07-07,1011010101,134.04399999999998
2022-07-08,1011010101,129.05
2022-07-09,1011010101,173.971
2022-07-10,1011010101,186.916
2022-07-11,1011010101,133.768
2022-07-12,1011010101,129.271
2022-07-13,1011010101,150.034
2022-07-14,1011010101,131.965
2022-07-15,1011010101,118.425
2022-07-16,1011010101,175.925
2022-07-17,1011010101,190.249
2022-07-18,1011010101,132.053
2022-07-19,1011010101,134.777
2022-07-20,1011010101,161.158
2022-07-21,1011010101,140.656
2022-07-22,1011010101,119.449
2022-07-23,1011010101,163.238
2022-07-24,1011010101,187.595
2022-07-25,1011010101,128.305
2022-07-26,1011010101,161.702
2022-07-27,1011010101,131.633
2022-07-28,1011010101,170.77100000000002
2022-07-29,1011010101,331.236
2022-07-30,1011010101,344.157
2022-07-31,1011010101,320.998
2022-08-01,1011010101,304.399
2022-08-02,1011010101,270.798
2022-08-03,1011010101,337.105
2022-08-04,1011010101,354.404
2022-08-05,1011010101,329.423
2022-08-06,1011010101,355.128
2022-08-07,1011010101,319.04200000000003
2022-08-08,1011010101,302.077
2022-08-09,1011010101,322.432
2022-08-10,1011010101,291.018
2022-08-11,1011010101,313.919
2022-08-12,1011010101,326.821
2022-08-13,1011010101,479.995
2022-08-14,1011010101,394.715
2022-08-15,1011010101,347.367
2022-08-16,1011010101,368.861
2022-08-17,1011010101,358.863
2022-08-18,1011010101,424.262
2022-08-19,1011010101,401.426
2022-08-20,1011010101,429.043
2022-08-21,1011010101,432.675
2022-08-22,1011010101,303.2
2022-08-23,1011010101,259.56
2022-08-24,1011010101,233.767
2022-08-25,1011010101,243.786
2022-08-26,1011010101,250.941
2022-08-27,1011010101,357.705
2022-08-28,1011010101,252.244
2022-08-29,1011010101,297.05
2022-08-30,1011010101,236.727
2022-08-31,1011010101,242.409
2022-09-01,1011010101,311.034
2022-09-02,1011010101,328.216
2022-09-03,1011010101,419.813
2022-09-04,1011010101,491.166
2022-09-05,1011010101,285.889
2022-09-06,1011010101,250.203
2022-09-07,1011010101,260.624
2022-09-08,1011010101,222.246
2022-09-09,1011010101,311.923
2022-09-10,1011010101,419.263
2022-09-11,1011010101,351.176
2022-09-12,1011010101,315.002
2022-09-13,1011010101,216.669
2022-09-14,1011010101,185.157
2022-09-15,1011010101,201.569
2022-09-16,1011010101,193.806
2022-09-17,1011010101,359.256
2022-09-18,1011010101,377.496
2022-09-19,1011010101,212.507
2022-09-20,1011010101,262.543
2022-09-21,1011010101,213.475
2022-09-22,1011010101,226.528
2022-09-23,1011010101,243.19
2022-09-24,1011010101,345.852
2022-09-25,1011010101,320.644
2022-09-26,1011010101,196.445
2022-09-27,1011010101,158.187
2022-09-28,1011010101,142.124
2022-09-29,1011010101,175.757
2022-09-30,1011010101,200.098
2022-10-01,1011010101,318.485
2022-10-02,1011010101,253.861
2022-10-03,1011010101,253.67
2022-10-04,1011010101,328.918
2022-10-05,1011010101,373.666
2022-10-06,1011010101,353.217
2022-10-07,1011010101,470.332
2022-10-08,1011010101,360.779
2022-10-09,1011010101,342.075
2022-10-10,1011010101,288.07
2022-10-11,1011010101,244.759
2022-10-12,1011010101,240.312
2022-10-13,1011010101,152.506
2022-10-14,1011010101,135.637
2022-10-15,1011010101,377.256
2022-10-16,1011010101,367.681
2022-10-17,1011010101,247.302
2022-10-18,1011010101,273.91
2022-10-19,1011010101,225.807
2022-10-20,1011010101,242.853
2022-10-21,1011010101,613.973
2022-10-22,1011010101,299.448
2022-10-23,1011010101,242.892
2022-10-24,1011010101,199.326
2022-10-25,1011010101,217.397
2022-10-26,1011010101,226.633
2022-10-27,1011010101,209.0
2022-10-28,1011010101,229.524
2022-10-29,1011010101,368.131
2022-10-30,1011010101,221.196
2022-10-31,1011010101,85.398
2022-11-01,1011010101,96.786
2022-11-02,1011010101,0.0
2022-11-03,1011010101,83.973
2022-11-04,1011010101,0.0
2022-11-05,1011010101,190.421
2022-11-06,1011010101,162.064
2022-11-07,1011010101,102.677
2022-11-08,1011010101,96.371
2022-11-09,1011010101,128.56
2022-11-10,1011010101,122.883
2022-11-11,1011010101,173.21
2022-11-12,1011010101,293.677
